LocationId,ProductId,ValidationDateTime,CalculatedProbability
63,288606,2023-07-25 14:57:04.000,0.5313613922360865
63,288606,2023-08-03 14:58:53.000,0.3397477934603038
63,288783,2023-07-24 14:57:11.000,0.4459523984024301
63,288783,2023-08-03 14:57:39.000,0.4936453865388226
63,289136,2023-07-24 14:57:09.000,0.28608760353560303
63,289579,2023-07-24 14:57:09.000,0.2495515561658537
63,289579,2023-07-26 14:57:03.000,0.2495278299101274
63,289579,2023-08-01 14:57:07.000,0.312330670956161
63,289599,2023-07-25 14:57:04.000,0.6918281924097475
63,289599,2023-08-03 14:57:54.000,0.38631834255913516
63,289912,2023-07-25 14:57:08.000,0.41557754753182924
63,290222,2023-08-03 14:59:27.000,0.40397397677372054
63,290368,2023-07-23 14:57:08.000,0.5092149134857871
63,290659,2023-07-25 14:57:06.000,0.3116969837498427
63,291022,2023-07-23 14:57:10.000,0.645662631690785
63,291022,2023-07-26 14:57:03.000,0.33791309269120884
63,291022,2023-07-29 14:57:08.000,0.6232239846859714
63,291022,2023-08-01 14:58:17.000,0.3129131569576585
63,291022,2023-08-03 14:58:47.000,0.38631834255913516
63,291023,2023-07-29 14:57:09.000,0.4264074291009014
63,291023,2023-08-04 14:58:18.000,0.6310955519762803
63,291824,2023-07-22 14:57:46.000,0.29993737949478383
63,291824,2023-07-24 14:57:09.000,0.2495515561658537
63,291824,2023-08-01 14:57:45.000,0.3790816981478249
63,292487,2023-07-22 14:57:43.000,0.2766278011865913
63,292487,2023-07-29 14:57:10.000,0.6309571931195282
63,292487,2023-08-04 14:58:33.000,0.2402315617893193
63,292488,2023-07-23 14:57:09.000,0.27022145940262543
63,292488,2023-07-25 14:57:05.000,0.21351206062944275
63,292489,2023-07-22 14:57:43.000,0.2263228174472634
63,293910,2023-07-22 14:57:45.000,0.2263228174472634
63,293910,2023-08-02 14:57:51.000,0.3494181386428765
63,294707,2023-07-25 14:57:08.000,0.6805156448436088
63,295155,2023-07-25 14:57:05.000,0.2902088249457184
63,295155,2023-08-02 14:58:06.000,0.3475864901672886
63,300598,2023-08-02 14:58:42.000,0.3362621863605066
63,303474,2023-07-24 14:57:12.000,0.6499366534315083
63,303474,2023-08-02 14:58:46.000,0.34387104915086925
63,305051,2023-07-23 14:57:09.000,0.6391806782319498
63,305949,2023-07-29 14:57:10.000,0.3475864901672886
63,305949,2023-08-02 14:57:24.000,0.3362621863605066
63,306498,2023-07-23 14:57:08.000,0.27747245000621207
63,306498,2023-08-03 14:58:54.000,0.33118419692301687
63,309093,2023-07-24 14:57:09.000,0.3349498449795351
63,309093,2023-07-29 14:57:09.000,0.380757720502104
63,309214,2023-08-04 14:57:37.000,0.3827722226120013
63,309455,2023-07-24 14:57:08.000,0.5429960215790351
63,309455,2023-07-29 14:57:08.000,0.3467860701809932
63,309455,2023-08-01 14:57:06.000,0.49468469807073456
63,310890,2023-07-27 14:57:08.000,0.21565408987009316
63,314756,2023-07-22 14:57:44.000,0.25776517182007685
63,321040,2023-07-26 14:57:06.000,0.28326422410675667
63,324607,2023-07-25 14:57:08.000,0.30626308306551536
63,324927,2023-07-27 14:57:09.000,0.3081073268715046
63,324927,2023-07-29 14:57:10.000,0.49233295937731364
63,324927,2023-08-01 14:57:14.000,0.3669860276936536
63,324934,2023-07-23 14:57:11.000,0.33811183294266833
63,325119,2023-07-23 14:57:08.000,0.6103144786876502
63,325347,2023-07-24 14:57:11.000,0.6918281924097475
63,325347,2023-07-30 14:57:09.000,0.40025172767812195
63,325347,2023-08-03 14:59:31.000,0.38187863863319443
63,325355,2023-07-27 14:57:11.000,0.28058492738179486
63,325355,2023-07-30 14:57:09.000,0.33118419692301687
63,325860,2023-07-27 14:57:12.000,0.26664459529860857
63,325860,2023-07-30 14:57:08.000,0.3397477934603038
63,325860,2023-08-04 14:58:25.000,0.2685266330125071
63,327389,2023-07-26 14:57:04.000,0.4498837179063187
63,327389,2023-08-02 14:58:17.000,0.26207015761635444
63,330290,2023-07-25 14:57:07.000,0.24750535777691968
63,330290,2023-07-29 14:57:10.000,0.3826318379231632
63,337234,2023-07-23 14:57:10.000,0.4505070560227421
63,337612,2023-07-22 14:57:43.000,0.5309243657538493
63,337612,2023-07-25 14:57:06.000,0.6594100411459628
63,337612,2023-07-27 14:57:08.000,0.22055461556871556
63,337612,2023-07-29 14:57:08.000,0.26840992779548173
63,337612,2023-08-02 14:57:41.000,0.3264592498888707
63,339486,2023-07-22 14:57:45.000,0.3314410912203789
63,339486,2023-07-26 14:57:04.000,0.32154528456569137
63,341568,2023-07-23 14:57:08.000,0.34888672214310534
63,341568,2023-07-26 14:57:06.000,0.3474007466506223
63,341721,2023-07-23 14:57:10.000,0.48539118111108476
63,344614,2023-07-30 14:57:09.000,0.6129755786944816
63,344614,2023-08-01 14:57:58.000,0.6129755786944816
63,344614,2023-08-04 14:57:54.000,0.5205893898367118
63,353367,2023-07-23 14:57:09.000,0.47744323314668485
63,355387,2023-07-25 14:57:06.000,0.3116969837498427
63,355387,2023-07-27 14:57:05.000,0.3024348021862024
63,355387,2023-07-29 14:57:08.000,0.3722352140131018
63,355389,2023-07-26 14:57:09.000,0.3133205723929277
63,355704,2023-07-30 14:57:08.000,0.2615065050492465
63,356920,2023-07-22 14:57:45.000,0.22055461556871556
63,356920,2023-07-29 14:57:09.000,0.3238555443425161
63,356920,2023-08-03 14:57:59.000,0.27365219699477084
63,360538,2023-08-03 14:57:20.000,0.4755518041820646
63,362666,2023-07-23 14:57:08.000,0.36205858996538337
63,362666,2023-07-27 14:57:08.000,0.2472940860668757
63,370212,2023-07-26 14:57:06.000,0.2758953401497033
63,370212,2023-07-29 14:57:09.000,0.33683202821816965
63,371227,2023-08-04 14:58:30.000,0.41647571524127236
63,371497,2023-07-25 14:57:05.000,0.44335085735311797
63,371497,2023-08-03 14:58:29.000,0.30556541014485256
63,375354,2023-07-24 14:57:09.000,0.35811665222555267
63,375354,2023-08-02 14:57:30.000,0.2711021136437236
63,377504,2023-08-03 14:59:13.000,0.42217498413173693
